author,categoria,ciberacoso,texto,Unnamed: 4
LaKrupskaya2129,0,0,"Bueno, pero el membrete, tipo de fuente y entrelineado de los comunicados de esta Presidencia: 20/10.",
LaKrupskaya2130,0,0,A esta hora la presidencia interrumpe nuevamente la programación de televisión nacional para repetir un discurso del presidente Gustavo ,
LaKrupskaya2131,0,0,"Cosas y noticias que atraviesan el corazón. La consigna seguirá siendo amar, sin miedo y sin tibiezas; aunque por hoy elijo el silencio arropado de profunda decepción.",
LaKrupskaya2132,0,0,"No me caes bien, pero me seguiré dando la pelea por tus sueños, que también son míos.",
LaKrupskaya2133,0,0,"Cancélenme, pero esta publicación me hizo sentir",
LaKrupskaya2134,0,0,Waffle de yuca con jalea de guayaba y helado de yogurt de maracuyá que venden en crepes.,
LaKrupskaya2135,0,0,"Tan güevones que se ven criticando a una hinchada porque su equipo QUEDÓ CAMPEÓN, donde el América fuese ese yo ya me estuviera tomando hasta el agua del río tachira.",
LaKrupskaya2136,0,0,"A mí me gusta al enemigo declarado, que uno sabe a qué se enfrenta y cómo lo enfrenta, pero Juvinao en medio de su hipocresía siempre quiere quedar bien con todo el mundo. Declárese en oposición y listo, tanta vaina para ser eso que tanto “critica”.",
LaKrupskaya2137,0,0,"Siempre nos dicen que escojamos nuestra paz por encima de todo, lo que nadie nos dice es que la paz y la tranquilidad vienen de la mano de muchas despedidas. Necesarias, pero al fin y al cabo: despedidas.",
LaKrupskaya2138,0,0,"Voy a estar repartiendo besos a los hinchas del millos, pendientes.",
LaKrupskaya2139,0,0,"Pues la invito a realizar un nuevo método de análisis de la REALIDAD (más allá de INSTRUMENTOS de MEDICIÓN), para la determinación de la clase social prima la esfera de la producción (su posición frente a los medios de producción) y así podemos sintetizar la clase para sí.",
LaKrupskaya2140,0,0,O sea que si tengo ingresos que superen el rango de $700.000 - $3.700.000 soy clase alta? Me estás diciendo burguesa?,
LaKrupskaya2141,0,0,"Señora la clase no se define por los ingresos mensuales devengados del salario. Pero pues cada quien con sus análisis sacados del bote de la basura, nunca espero nada de Usted y siempre logra hacerme sentir pena ajena.",
LaKrupskaya2142,0,0,"Cómo me vas a invitar a salir hoy, sabes que voy a terminar hablando de un análisis de la situación rusa y por qué Putin no es representa nada de la revolución bolchevique y fijo te aburrirás de mí y me vas a dejar de escribir. Así no, bebé.",
LaKrupskaya2143,0,0,No les pasa que cuando alguien les gusta de verdad ni siquiera piensan en lo sexual?,
LaKrupskaya2144,0,0,"Salí a correr esta mañana en la nacho, desayuné en hornitos y me encontré 50 lucas. Qué día tan lindo.",
LaKrupskaya2145,0,0,Hablarme a mí por WhatsApp es como hablarle a una pared,
LaKrupskaya2146,0,0,yo estoy allá y en el otro lado. Es que ud me ignora en WhatsApp ,
LaKrupskaya2147,0,0,Mi debilidad es no poder odiar.,
LaKrupskaya2148,0,0,"Qué tristeza enterarme de esto. A Eliana le conocí en el 2017, cuando todo era nuevo y a la vez extraño, sin duda una mujer con carácter y firmeza, que la tierra le sea leve.",
LaKrupskaya2149,0,0,¿El acento nariñense me enamora? El acento nariñense me enamora.,
LaKrupskaya2150,0,0,"Irle al equipo de Alfonso Cano o al de mi ex, la cuestión.",
LaKrupskaya2151,0,0,"Asumiré con toda seriedad mi candidatura a la Alcaldía de Bogotá y así también gobernaré a la ciudad, con el propósito de unir en una propuesta de bien común a los sectores populares, las clases medias y el empresariado.",
LaKrupskaya2152,0,0,"Que nos pongan una cadena y carguemos una roca, dice.",
LaKrupskaya2153,0,0,Solo soy una muchacha ofendiendo uribistas que piensan que el Estado Social de Derecho está en crisis por un tuit. Buena noche.,
LaKrupskaya2154,0,0,Y entonces una noche estrellada el pueblo empezó a extrañar esa curiosa forma de muñequear de un tal Roy.,
LaKrupskaya2155,0,0,La verdadera droga de entrada es arruncharse.,
LaKrupskaya2156,0,0,"Yo toda estresada desde temprano por temas laborales. Mi compañero astrólogo: “eres tan ascendente Capricornio que da miedo”. JAJAJAJAJA no sé qué significa, pero risas sí me robó.",
LaKrupskaya2157,0,0,"Con esa oposición actual, me hacen pensar: es que nosotros sí que estábamos a la altura, esa oposición actual da es pesar.",
LaKrupskaya2158,0,0,La mariguana fue mi droga de hentrada a drogas más duras como el marxismo-leninismo.,
LaKrupskaya2159,0,0,Hay mucha gente que quiere salir a marchar mañana 20 de Junio pero están presos.,
LaKrupskaya2160,0,0,"Una de las tareas más titánicas del actual gobierno, la tiene el actual director de la UNP. Una entidad que estuvo bajo el dominio de las mafias, no brinda garantía efectiva al derecho a la vida, libertad y seguridad de las poblaciones objeto.",
LaKrupskaya2161,0,0,"La UNP, entidad heredera del DAS para proteger a las personas amenazadas en Colombia quedó en manos de organizaciones criminales en el pasado, es decir, en manos de los mismos asesinos de los escoltados. ",
LaKrupskaya2162,0,0,"Deberíamos estar desayunando caldo de costilla con coca cola, en la panadería del barrio, llevados del guayabo y con ganas de ir a comernos. Pero bueno, sígueme ignorando.",
LaKrupskaya2163,0,0,"Yo sí prefiero atajar loco, que arriar dormido.",
LaKrupskaya2164,0,0,"Para cerrar la noche, feliz Día del padre, a los padres:",
LaKrupskaya2165,0,0,"Si me vas a enamorar, que sea con uno así. De resto es plusvalía, mi amor.",
LaKrupskaya2166,0,0,El Sumapaz seguirá siendo tierra fértil para la lucha y para la resistencia.,
LaKrupskaya2167,0,0,¿Defender a Vicky Dávila? Ese chiste sí me lo re pierdo.,
LaKrupskaya2168,0,0,"Les voy a contar una historia, cuando tenía como 6 años, mi papá siempre, siempreee me ponía esta canción y la boba: yo, creía que en serio tenía un tío que se llamaba “Ho Chi Minh”.",
LaKrupskaya2169,0,0,"A mi papá le debo muchas cosas, pero sobre todo el enseñarme el amor por el pueblo, el encaminarme a la militancia. A él, el que me dijo una vez “si el amor no es la certeza, si esto no la mueve el amor hacia el otro, es pura verborrea”.",
LaKrupskaya2170,0,0,Es que tengo un encoñe epistemológico con vos,
LaKrupskaya2171,0,0,"Iniciamos nuestra movilización por la vida, la paz y la defensa del territorio sumapaceño. Que sepan que el páramo de Sumapaz es una tierra fértil para La Paz, nunca para la guerra.",
LaKrupskaya2172,0,0,"Este hubiese sido un súper plan a mis 14 años, a mi edad prefiero un puño en un ojo sinceramente.",
LaKrupskaya2173,0,0,"Ven, nos arrunchamos, pedimos alitas y lo que surja.",
LaKrupskaya2174,0,0,Actualización de tuit: incluiría el antro de Semana.,
LaKrupskaya2175,0,0,"En pocos minutos, daremos inicio a nuestra rueda de prensa. Les esperamos en las páginas de facebook",
LaKrupskaya2176,0,0,Me queda 1% y lo usaré solo para decirte lo mu... deja de creerle las mentiras a un medio sin rigurosidad investigativa como Semana que solo está al servicio del capital y mafias de este país.,
LaKrupskaya2177,0,0,Tengo lo necesario para hacerte feliz pero prefiero dejarte en paz. Y todavía preguntas si te quiero.,
LaKrupskaya2178,0,0,La que tuitea/ expectativas en el amor,
LaKrupskaya2179,0,0,"El discurso encanta bobos, siempre servil a la derecha, sí señor.",
LaKrupskaya2180,0,0,"Quienes siempre han estado en el poder y han perpetuado la guerra, no soportan la idea de una nueva Colombia como potencia de la vida.",
LaKrupskaya2181,0,0,Ahora más que nunca se hace necesario el blindar y preservar la vida del director Augusto Rodriguez,
LaKrupskaya2182,0,0,Buenas noches estrellitas,
LaKrupskaya2183,0,0,"¡El Congreso aprobó la modificación de la Constitución para crear la jurisdicción agraria! Ya no será tema de una vieja consigna la lucha por la tierra, el acceso y la legalización de la misma es una esperanza para el campesinado, es una promesa de paz.",
LaKrupskaya2184,0,0,Después de treinta años se reconoce al campesinado en la constitución como sujeto político de derechos. Celebramos este proyecto que salda una gran parte de la deuda histórica hacia el campesinado y visibiliza su importancia en el país.,
LaKrupskaya2185,0,0,"El reconocimiento al campesinado como sujeto político de derechos, es saldar unas de las tantas deudas históricas. Y vamos que vamos por la reforma Agraria Integral, vamos que vamos que camino nos queda. ",
LaKrupskaya2186,0,0,"Hoy es un día de júbilo para el campesinado colombiano, hoy el reconocimiento de sus derechos nos permite avanzar a la construcción de ese país que nos soñamos con derechos y garantías.",
LaKrupskaya2187,0,0,"Antonio, el problema aquí es naturalizar estas prácticas que son contrarias a los principios democráticos, que Usted tenga o no cosas por ocultar es lo de menos.",
LaKrupskaya2188,0,0,Hoy se votan -en último debate- dos importantes reformas constitucionales: la creación de Jurisdicción Agraria y Rural y el reconocimiento del campesinado como sujeto de derechos. Es momento de hacer justicia histórica con las comunidades campesinas.,
LaKrupskaya2189,0,0,"Qué “escándalo” se estará cocinando en la derecha de este país, ahora de qué culparán a Petro",
LaKrupskaya2190,0,0,"La palabra del día, mes, año y vida: aprender a delegar.",
LaKrupskaya2191,0,0,"Hola, te invito a ver la alocución presidencial de Petro hoy a las 7:00 pm y lo que surja. ",
LaKrupskaya2192,0,0,"Nunca he salido con un man de mi partido, siempre han sido de organizaciones cercanas, hemos crecido en los debates y las diferencias, pero ya a salir con un man homofóbico, racista y que avale abiertamente al fascismo es muy distinto",
LaKrupskaya2193,0,0,Mi lenguaje del amor es comprarle postres a mis amigas/os cuando están tristes.,
LaKrupskaya2194,0,0,Elogio del revolucionario de Bertolt Brecht:,
LaKrupskaya2195,0,0,"De seguro al señor Mebarack le tocó interponer tutela para que el acceso a un derecho fuese de manera OPORTUNA, de seguro el anestesiólogo y cirujano, tenían programada la misma fecha sin contratiempo y de seguro Shak está haciendo fila en cruz verde para reclamar el medicamento",
LaKrupskaya2196,0,0,"Anoche me cantaron esta canción y la bailé como la bailaba en mi pueblo, fui feliz",
LaKrupskaya2197,0,0,"Esa característica especial del “centro”, de no quedar mal con nadie.",
LaKrupskaya2198,0,0,"Estamos comenzando a extrañar a ÁLVARO URIBE VELEZ, este país necesita una oposición inteligente.",
LaKrupskaya2199,0,0,"Pues la verdad, yo no podría ser amiga de un enemigo de clase. Así de simple. El amiguismo inconsecuente del eslabón más débil. A ver si dejan de endiosar a Juvinao.",
LaKrupskaya2200,0,0,militante de la ternura radical y el amor desmedido.,
LaKrupskaya2201,0,0,"Le temen a las guardias campesinas, porque reconocen la fuerza del poder popular.",
LaKrupskaya2202,0,0,"Gravísimo señalamiento. Las guardias campesinas, son una puesta política para la consolidación de la paz en los territorios, integradas por organizaciones sociales, juntas de acción comunal, que abren la cerca para la participación política y la organización",
LaKrupskaya2203,0,0,"Petro me tiene leyéndole los tuits a un General de la República y dándole la razón, éste no era el gobierno del pecado y el comunismo que me prometieron. ¡Petro basta ya!",
LaKrupskaya2204,0,0,"Soy malísima con las despedidas. Salvo sean imprescindibles/vitales, prefiero que no ocurran.",
LaKrupskaya2205,0,0,"“Yo soy como soy y tú eres como eres, construyamos un mundo donde yo pueda ser sin dejar de ser yo, donde tú puedas ser sin dejar de ser tú, y donde ni yo ni tú obliguemos al otro a ser como yo o como tú.“ -Subcomandante Marcos",
LaKrupskaya2206,0,0,"Ya son 8 días desde que me mudé a mi nuevo apto, todo lo que ha cambiado mi vida en último año es impresionante. Por hoy solo elijo escuchar esta canción, acurrucarme y comer helado",
LaKrupskaya2207,0,0,"Alegrarse por la aparición de los niños en el Guaviare y apoyar a Molano para la Alcaldia de Bogotá, es una contradicción hasta biológica.",
LaKrupskaya2208,0,0,"Con que así es que se rescatan niños, protegiéndoles la vida, no dando la orden para bombardearlos como otro Diego Molano por ahí.",
LaKrupskaya2209,0,0,"Viene a enseñarle a su mamá a hacer hijos, yo que me conozco cada roto de esa ciudad.",
LaKrupskaya2210,0,0,Me preparé caldo de costilla con arepa santandereana y granizado de milo. Ya me pedí el cuadre.,
LaKrupskaya2211,0,0,"WILSON TE AMO, APARECE, POR FAVOR.",
LaKrupskaya2212,0,0,GRACIAS PRESIDENTE PETRO POR NO DESISTIR EN LA BÚSQUEDA DE LOS NIÑOS Y NO ESCATIMAR EN RECURSOS PARA HALLARLOS. ESTA HAZAÑA ES SUYA,
LaKrupskaya2213,0,0,"¿viste lo que el trabajo mancomunado entre las fuerzas militares y la GUARDIA INDÍGENA lograron? Pero tú tranquila, sigue estigmatizando y hablando desde la ignorancia.",
LaKrupskaya2214,0,0,"“Que prefiero no volverte a ver, y ganar la guerra”",
LaKrupskaya2215,0,0,"La selva y sus mística, la selva, lo que aguarda, cuida y acompaña.",
LaKrupskaya2216,0,0,"Encontraron a los niños perdidos, qué alegría tan inmensa. Mi corazón guardaba toda la esperanza en ello.",
LaKrupskaya2217,0,0,"Todos los caminos de paz, son caminos de esperanza, en hora buena celebro el Acuerdo entre la guerrilla del ELN y el Gobierno Nacional.",
LaKrupskaya2218,0,0,Prefiero chupar un tubo de transmilenio te cuento sinceramente.,
LaKrupskaya2219,0,0,"Mira, necesito que me escribas y entiendas mis indirectas porque quiero estar el 24 de diciembre cantándote en la carita: “en señal de victoria”. Ponte trucha, que te veo quedao.",
LaKrupskaya2220,0,0,"Hallaron sin vida el cuerpo de Hernán Bello, desaparecido desde la marcha del 7 junio",
LaKrupskaya2221,0,0,"Los costos políticos de las acciones directas desde la espontaneidad son altísimos. Diría Gramsci: “Cuando renunciamos a darles una dirección consciente, a elevarlos a un plano superior insertándolos en la política, puede a menudo tener consecuencias serias y graves.",
LaKrupskaya2222,0,0,"La acción directa, sin dirección consciente y horizonte político es indisciplina. Pero sigan con el fetiche de quemar cartuchos en seco.",
LaKrupskaya2223,0,0,"Ocurre casi siempre que un movimiento, espontáneo de las clases subalternas coincide con un movimiento reaccionario de la derecha de la clase dominante, y ambos por motivos concomitantes”.",
LaKrupskaya2224,0,0,"No eres capaz de pegar una canción, ya vas a convocar una marcha “de la mayoría”, ponte serio.",
LaKrupskaya2225,0,0,"Hoy comprobé que la cadena de afectos salva. Tal vez lo único que he construido en esta vida, han sido afectos, y qué vigencia aquella tesis -tan- acertada de Bateman: “esa cadena de afectos lo defiende de la muerte, del peligro, lo vuelve casi inmortal”.",
LaKrupskaya2226,0,0,"Este mismo discurso dió nacimiento a la “seguridad democrática”, por este mismo discurso, desaparecieron y asesinaron a miles de dirigentes estudiantiles y estudiantes en general. ",
LaKrupskaya2227,0,0,"Cuando se tiene conciencia de clase no existen este tipo de confusiones, la clase obrera colombiana siempre ha tenido los mismos enemigos, la han masacrado, torturado y estigmatizado. Solo ahora, tiene un gobierno aliado",
LaKrupskaya2228,0,0,"Hoy hace 5 años Leo decidió no habitar más este mundo, él tomó la decisión y siempre la respetaré. Parece que fue ayer que me fui a tomar y en la mañana me habían informado que se había suicidado.",
LaKrupskaya2229,0,0,"O sea que nos amaneció y los medios “neutrales” y “objetivos” de este país no están hablando que en una fosa común encontraron restos de al menos 200 personas, fosa que encontraron por la declaración de Mancuso, no, la noticia es ✨Todo es culpa de Petro✨.",
LaKrupskaya2230,0,0,¿Sergio Fernández? ¿No habían cerrado ya este antro?,
LaKrupskaya2231,0,0,"Para mí una súper red flag es que envíe stickers porno, sin contexto, sin ser necesarios en una conversación.",
LaKrupskaya2232,0,0,"Curiosos esos que posan de radicales en twitter pero su chuzo político-ideológico, está en las altas esferas del gobierno, gozando de esas mieles y hasta hablando de paz. El que lo entendió, lo entendió.",
LaKrupskaya2233,0,0,"Me recojo, a mí invítenme a la pola charlada en la bolirana, en la tienda con vallenato de fondo.",
LaKrupskaya2234,0,0,"Nos venden miedo y promesas de “seguridad”, para regalarnos un modelo de Autodenfesas 2.0.",
